record_index,actual_churn,risk_score,predicted_churn
6503,0,0.091069,0
6504,1,0.579541,1
6505,1,0.480161,1
6506,1,0.484565,1
6507,0,0.160456,0
6508,0,0.110329,0
6509,0,0.325047,0
6510,0,0.086991,0
6511,1,0.651357,1
6512,1,0.190037,0
6513,1,0.332433,0
6514,0,0.477022,1
6515,0,0.056891,0
6516,0,0.167851,0
6517,0,0.456763,1
6518,0,0.202627,0
6519,0,0.648418,1
6520,0,0.171896,0
6521,0,0.101692,0
6522,0,0.085689,0
6523,0,0.100556,0
6524,0,0.143238,0
6525,0,0.091603,0
6526,1,0.115987,0
6527,1,0.395067,1
6528,0,0.143267,0
6529,0,0.328513,0
6530,0,0.618819,1
6531,0,0.462279,1
6532,0,0.576036,1
6533,0,0.112686,0
6534,0,0.083875,0
6535,0,0.107525,0
6536,0,0.128577,0
6537,0,0.246283,0
6538,0,0.141518,0
6539,0,0.049841,0
6540,0,0.433235,1
6541,1,0.597355,1
6542,0,0.160144,0
6543,0,0.186695,0
6544,0,0.161906,0
6545,0,0.422019,1
6546,0,0.227812,0
6547,0,0.423085,1
6548,0,0.463774,1
6549,0,0.091294,0
6550,1,0.382244,1
6551,0,0.207527,0
6552,0,0.064278,0
6553,0,0.177039,0
6554,0,0.063047,0
6555,0,0.138634,0
6556,0,0.327933,0
6557,0,0.47549,1
6558,0,0.187078,0
6559,1,0.40419,1
6560,1,0.583716,1
6561,0,0.170596,0
6562,1,0.388439,1
6563,0,0.250427,0
6564,0,0.229109,0
6565,0,0.186805,0
6566,0,0.231503,0
6567,0,0.060898,0
6568,0,0.13002,0
6569,1,0.332453,0
6570,0,0.125292,0
6571,1,0.19907,0
6572,0,0.33169,0
6573,0,0.083501,0
6574,0,0.37915,1
6575,0,0.161283,0
6576,0,0.496067,1
6577,0,0.152482,0
6578,0,0.657879,1
6579,1,0.609853,1
6580,0,0.120642,0
6581,1,0.544036,1
6582,0,0.553044,1
6583,1,0.150327,0
6584,0,0.390051,1
6585,1,0.40381,1
6586,1,0.518764,1
6587,1,0.335505,0
6588,0,0.213142,0
6589,0,0.080622,0
6590,0,0.339037,0
6591,1,0.586896,1
6592,0,0.076592,0
6593,0,0.482138,1
6594,1,0.571305,1
6595,0,0.276598,0
6596,0,0.059618,0
6597,0,0.118131,0
6598,0,0.384273,1
6599,0,0.581613,1
6600,1,0.325134,0
6601,0,0.275542,0
6602,0,0.115488,0
6603,0,0.570318,1
6604,0,0.198017,0
6605,0,0.179424,0
6606,0,0.202295,0
6607,0,0.117486,0
6608,1,0.605149,1
6609,0,0.140086,0
6610,0,0.390143,1
6611,0,0.121464,0
6612,0,0.43954,1
6613,0,0.419486,1
6614,0,0.116744,0
6615,0,0.12015,0
6616,0,0.058647,0
6617,0,0.186477,0
6618,0,0.201965,0
6619,0,0.399192,1
6620,0,0.146603,0
6621,0,0.416288,1
6622,1,0.564667,1
6623,0,0.290974,0
6624,0,0.184853,0
6625,0,0.130674,0
6626,0,0.248502,0
6627,0,0.13439,0
6628,1,0.378604,1
6629,0,0.31854,0
6630,1,0.460031,1
6631,0,0.120456,0
6632,0,0.124276,0
6633,1,0.24074,0
6634,0,0.515151,1
6635,0,0.295887,0
6636,0,0.212436,0
6637,0,0.254347,0
6638,0,0.072343,0
6639,1,0.291932,0
6640,0,0.268125,0
6641,0,0.0666,0
6642,0,0.316231,0
6643,0,0.249815,0
6644,0,0.155116,0
6645,0,0.065091,0
6646,1,0.554307,1
6647,0,0.156058,0
6648,0,0.243546,0
6649,0,0.162046,0
6650,1,0.334594,0
6651,0,0.107529,0
6652,0,0.18757,0
6653,1,0.275527,0
6654,0,0.203279,0
6655,1,0.254088,0
6656,0,0.082071,0
6657,0,0.208012,0
6658,0,0.151738,0
6659,0,0.093806,0
6660,0,0.28219,0
6661,0,0.113619,0
6662,1,0.423347,1
6663,1,0.501767,1
6664,1,0.666337,1
6665,0,0.079731,0
6666,0,0.05371,0
6667,0,0.159134,0
6668,1,0.43668,1
6669,0,0.091898,0
6670,0,0.087485,0
6671,0,0.103031,0
6672,1,0.420424,1
6673,1,0.57463,1
6674,0,0.214648,0
6675,1,0.178013,0
6676,1,0.198988,0
6677,0,0.099494,0
6678,0,0.107677,0
6679,0,0.063009,0
6680,0,0.1932,0
6681,1,0.391193,1
6682,1,0.540523,1
6683,1,0.56496,1
6684,0,0.471485,1
6685,1,0.435755,1
6686,1,0.643455,1
6687,0,0.120163,0
6688,0,0.050665,0
6689,0,0.396408,1
6690,0,0.276912,0
6691,0,0.134837,0
6692,0,0.661149,1
6693,1,0.531682,1
6694,0,0.111805,0
6695,0,0.090011,0
6696,1,0.519999,1
6697,0,0.535595,1
6698,0,0.531198,1
6699,0,0.303253,0
6700,1,0.574473,1
6701,0,0.121774,0
6702,0,0.418355,1
6703,0,0.052452,0
6704,0,0.22434,0
6705,1,0.4008,1
6706,1,0.359636,1
6707,0,0.383568,1
6708,0,0.09513,0
6709,0,0.12416,0
6710,0,0.169266,0
6711,1,0.181757,0
6712,0,0.243069,0
6713,0,0.401097,1
6714,0,0.168464,0
6715,0,0.280491,0
6716,0,0.389611,1
6717,0,0.310143,0
6718,1,0.645906,1
6719,0,0.189195,0
6720,1,0.509438,1
6721,1,0.460524,1
6722,0,0.350042,1
6723,0,0.635355,1
6724,0,0.36314,1
6725,1,0.153486,0
6726,1,0.590644,1
6727,0,0.182425,0
6728,0,0.181749,0
6729,0,0.182773,0
6730,0,0.268843,0
6731,0,0.282219,0
6732,0,0.314168,0
6733,1,0.409662,1
6734,0,0.355587,1
6735,1,0.410284,1
6736,0,0.063873,0
6737,0,0.131943,0
6738,0,0.648315,1
6739,0,0.613439,1
6740,0,0.127236,0
6741,0,0.183853,0
6742,0,0.429032,1
6743,1,0.188534,0
6744,0,0.186641,0
6745,1,0.388701,1
6746,0,0.404635,1
6747,0,0.450161,1
6748,0,0.087198,0
6749,1,0.648227,1
6750,0,0.437761,1
6751,0,0.256223,0
6752,1,0.475902,1
6753,0,0.31343,0
6754,1,0.603266,1
6755,1,0.33815,0
6756,0,0.365935,1
6757,1,0.490324,1
6758,0,0.441374,1
6759,1,0.393707,1
6760,0,0.119761,0
6761,1,0.518296,1
6762,1,0.140621,0
6763,1,0.497779,1
6764,0,0.160765,0
6765,0,0.059723,0
6766,0,0.105593,0
6767,0,0.610367,1
6768,0,0.242473,0
6769,1,0.612406,1
6770,1,0.461518,1
6771,0,0.088272,0
6772,0,0.105512,0
6773,0,0.143343,0
6774,0,0.217789,0
6775,0,0.367241,1
6776,1,0.06877,0
6777,0,0.220033,0
6778,1,0.15703,0
6779,1,0.424246,1
6780,1,0.113262,0
6781,0,0.33547,0
6782,0,0.073575,0
6783,0,0.28605,0
6784,0,0.155747,0
6785,0,0.365551,1
6786,0,0.06722,0
6787,0,0.43477,1
6788,1,0.536539,1
6789,0,0.233311,0
6790,0,0.282656,0
6791,0,0.132966,0
6792,1,0.463287,1
6793,1,0.320957,0
6794,0,0.073349,0
6795,0,0.116811,0
6796,1,0.526589,1
